;Load [W];P_Res [W];PV_Production [W];PV_1 [W];PV_1 production [W];PV_2 [W];PV_2 production [W];PV_3 [W];PV_3 production [W];PV_4 [W];PV_4 production [W];PV_5 [W];PV_5 production [W];PV_6 [W];PV_6 production [W];PV_7 [W];PV_7 production [W];PV_8 [W];PV_8 production [W];PV_9 [W];PV_9 production [W];PV_10 [W];PV_10 production [W];PV_11 [W];PV_11 production [W];PV_12 [W];PV_12 production [W];PV_13 [W];PV_13 production [W];PV_14 [W];PV_14 production [W];PV_15 [W];PV_15 production [W];PV_16 [W];PV_16 production [W];PV_17 [W];PV_17 production [W];PV_18 [W];PV_18 production [W];PV_19 [W];PV_19 production [W];PV_20 [W];PV_20 production [W];PV_21 [W];PV_21 production [W];PV_22 [W];PV_22 production [W];PV_23 [W];PV_23 production [W];PV_24 [W];PV_24 production [W];PV_25 [W];PV_25 production [W];PV_26 [W];PV_26 production [W];PV_27 [W];PV_27 production [W];PV_28 [W];PV_28 production [W];PV_29 [W];PV_29 production [W];PV_30 [W];PV_30 production [W];PV_31 [W];PV_31 production [W];PV_32 [W];PV_32 production [W];PV_33 [W];PV_33 production [W];PV_34 [W];PV_34 production [W];PV_35 [W];PV_35 production [W];ES_1 [W];ES_1_capacity [Wh];Electrolyser_1 [W];Electrolyser_1 power [W];H2_Storage 1 [W];H2_Storage 1: H2 Outflow [kg];H2_Storage 1: H2 Inflow [kg];H2_Storage 1 _Storage Level [kg];FuelCell_1 [W];FuelCell_1 Power[W];PV_1 remain [W];PV_2 remain [W];PV_3 remain [W];PV_4 remain [W];PV_5 remain [W];PV_6 remain [W];PV_7 remain [W];PV_8 remain [W];PV_9 remain [W];PV_10 remain [W];PV_11 remain [W];PV_12 remain [W];PV_13 remain [W];PV_14 remain [W];PV_15 remain [W];PV_16 remain [W];PV_17 remain [W];PV_18 remain [W];PV_19 remain [W];PV_20 remain [W];PV_21 remain [W];PV_22 remain [W];PV_23 remain [W];PV_24 remain [W];PV_25 remain [W];PV_26 remain [W];PV_27 remain [W];PV_28 remain [W];PV_29 remain [W];PV_30 remain [W];PV_31 remain [W];PV_32 remain [W];PV_33 remain [W];PV_34 remain [W];PV_35 remain [W];P_Remain_total [W];PV_to_storage [W];WT_to_storage[W];ES_1 soc;from_PV_to_electrolyser [W];from_WT_to_electrolyser [W];Electrolyser_1_Input_Power [W];Electrolyser_1 [%];Electrolyser_1_Hydrogen [kg];Electrolyser_1 Efficiency [%];H2_Storage 1 SOC[%];H2_Storage 1 level [kg];H2-SOC [%]
2024-02-25 12:00:00;337388,16;0,0;1453557,3535000007;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;5146,479200000031;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;41530,2101;0,0;;1116169,19;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;36383,730899999966;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;41530,2101;1116169,1935000003;0,0;0,0;0,95;1116169,1935000003;0,0;1116169,1935000003;82,68;22,27;67,0;;51,56;
2024-02-25 13:00:00;321518,49;0,0;1941301,0158500012;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;44189,77345000003;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;55465,74331;0,0;;1350000,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;11275,969859999968;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;55465,74331;1619782,5258500008;0,0;0,0;0,95;1350000,0;0,0;1350000,0;100,0;24,3;60,0;;75,86;
2024-02-25 14:00:00;312330,88;0,0;81888,75939999997;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;2339,67884;-230442,12059999973;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,95;0,0;0,0;0,0;0,0;0,0;72,0;;75,86;
2024-02-25 15:00:00;306959,16;0,0;55733,60226000004;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;1592,388636;-251225,55774000037;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7331132982588238;0,0;0,0;0,0;0,0;0,0;72,0;;75,86;
2024-02-25 16:00:00;369221,51;0,0;113386,81269999994;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;3239,62322;-255834,6972999997;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4966657145035293;0,0;0,0;0,0;0,0;0,0;72,0;;75,86;
2024-02-25 17:00:00;395908,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-218747,62436000016;;0,0;;;;;;177161,10563999982;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,25588011704470603;0,0;0,0;0,0;0,0;0,0;72,0;;66,9838088007371;13,396761760147418
2024-02-25 18:00:00;395179,31;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;395179,31;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;45,48478519378318;9,096957038756637
2024-02-25 19:00:00;393155,98;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;393155,98;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;24,113703918355252;4,82274078367105
2024-02-25 20:00:00;385375,08;29210,77509053331;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;356164,3049094667;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-25 21:00:00;377455,27;377455,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-25 22:00:00;366574,93;366574,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-25 23:00:00;378740,9;378740,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-26 00:00:00;391245,03;391245,03;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-26 01:00:00;263352,49;263352,49;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-26 02:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;
2024-02-26 03:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;
2024-02-26 04:00:00;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;
2024-02-26 05:00:00;283768,3;283768,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-26 06:00:00;266515,16;266515,16;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-26 07:00:00;236851,26;236851,26;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,05;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;1,0
2024-02-26 08:00:00;216965,5;0,0;428257,5181499998;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;8954,70547000005;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;0,0;12235,92909;211292,0181499999;;0,0;;;;;;0,0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3281,2236199999497;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;12235,92909;211292,0181499999;211292,0181499999;0,0;0,24886307590588228;0,0;0,0;0,0;0,0;0,0;72,0;;5,0;
2024-02-26 09:00:00;218863,32;0,0;1600897,285749999;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;35903,6302;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;0,0;45739,92245;550000,0;;832033,97;;;;;;0,0;0;0,0;0,0;0,0;0,0;9836,292249999999;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;45739,92245;1382033,9657499993;550000,0;0,0;0,7665101347294117;832033,9657499993;0,0;832033,9657499993;61,63;17,96;72,0;;22,96;
