;temp_air;relative_humidity;ghi;dni;dhi;IR(h);wind_speed;wind_direction;pressure;precipitable_water
2025-03-24 00:00:00;24,59;93,1;0,0;0,0;0,0;408,15;1,45;344,0;97890,0;0,1
2025-03-24 01:00:00;24,37;93,1;0,0;0,0;0,0;411,35;1,45;351,0;97950,0;0,1
2025-03-24 02:00:00;23,98;93,1;0,0;0,0;0,0;401,75;1,79;356,0;97960,0;0,1
2025-03-24 03:00:00;23,6;96,2;0,0;0,0;0,0;402,35;1,93;6,0;97960,0;0,1
2025-03-24 04:00:00;23,27;96,2;0,0;0,0;0,0;404,85;1,72;13,0;97900,0;0,1
2025-03-24 05:00:00;23,0;96,2;0,0;0,0;0,0;402,55;1,38;359,0;97850,0;0,1
2025-03-24 06:00:00;22,78;96,15;0,0;0,0;0,0;402,35;1,17;347,0;97820,0;0,1
2025-03-24 07:00:00;22,99;96,2;0,0;0,0;0,0;406,2;1,38;344,0;97820,0;0,1
2025-03-24 08:00:00;22,87;96,2;0,0;0,0;0,0;407,0;1,03;350,0;97830,0;0,1
2025-03-24 09:00:00;22,78;96,15;0,0;0,0;0,0;405,65;0,41;4,0;97860,0;0,1
2025-03-24 10:00:00;23,39;93,1;126,0;106,97;100,0;408,15;0,48;359,0;97940,0;0,1
2025-03-24 11:00:00;24,58;90,1;200,0;20,67;190,0;415,3;0,97;9,0;98000,0;0,1
2025-03-24 12:00:00;25,64;87,3;155,0;0,0;155,0;425,0;1,17;40,0;98050,0;0,1
2025-03-24 13:00:00;27,1;79,3;405,0;31,7;378,0;433,1;1,24;50,0;98090,0;0,1
2025-03-24 14:00:00;27,2;76,7;472,0;37,75;436,0;442,8;1,17;36,0;98050,0;0,1
2025-03-24 15:00:00;27,92;74,4;872,0;497,72;379,0;440,85;0,9;20,0;97950,0;0,1
2025-03-24 16:00:00;28,15;72,0;987,0;872,27;150,0;438,9;1,03;28,0;97800,0;0,1
2025-03-24 17:00:00;29,02;69,85;862,0;813,46;160,0;434,45;2,07;22,0;97710,0;0,1
2025-03-24 18:00:00;27,79;76,8;639,0;600,83;214,0;431,75;2,55;42,0;97600,0;0,1
2025-03-24 19:00:00;27,82;74,3;449,0;635,81;129,0;420,9;2,55;51,0;97630,0;0,1
2025-03-24 20:00:00;26,61;79,2;154,0;166,22;110,0;425,75;2,14;90,0;97670,0;0,1
2025-03-24 21:00:00;26,1;81,8;0,0;0,0;0,0;419,95;1,72;120,0;97690,0;0,1
2025-03-24 22:00:00;25,57;84,45;0,0;0,0;0,0;413,75;1,24;131,0;97740,0;0,1
2025-03-24 23:00:00;25,1;87,25;0,0;0,0;0,0;410,3;1,1;153,0;97840,0;0,1
2025-03-25 00:00:00;24,62;90,1;0,0;0,0;0,0;410,45;1,17;159,0;97940,0;0,1
2025-03-25 01:00:00;24,2;90,1;0,0;0,0;0,0;408,65;0,9;173,0;98010,0;0,1
2025-03-25 02:00:00;24,21;90,1;0,0;0,0;0,0;409,7;0,62;172,0;98010,0;0,1
2025-03-25 03:00:00;24,3;87,2;0,0;0,0;0,0;406,2;0,41;163,0;97930,0;0,1
2025-03-25 04:00:00;23,77;90,1;0,0;0,0;0,0;401,55;0,55;156,0;97850,0;0,1
2025-03-25 05:00:00;22,98;93,05;0,0;0,0;0,0;400,2;0,97;156,0;97810,0;0,1
2025-03-25 06:00:00;22,84;93,05;0,0;0,0;0,0;400,0;0,97;160,0;97800,0;0,1
2025-03-25 07:00:00;22,94;93,05;0,0;0,0;0,0;410,85;1,24;344,0;97810,0;0,1
2025-03-25 08:00:00;22,82;93,05;0,0;0,0;0,0;411,45;0,97;337,0;97810,0;0,1
2025-03-25 09:00:00;22,7;96,15;0,0;0,0;0,0;410,1;0,55;327,0;97890,0;0,1
2025-03-25 10:00:00;23,34;90,1;141,0;168,3;100,0;409,3;0,14;280,0;97930,0;0,1
2025-03-25 11:00:00;24,74;90,1;202,0;22,72;191,0;412,2;0,48;312,0;97990,0;0,1
2025-03-25 12:00:00;26,15;81,8;320,0;31,81;298,0;416,3;0,97;338,0;98000,0;0,1
2025-03-25 13:00:00;27,44;76,8;395,0;27,01;372,0;425,95;1,1;9,0;98000,0;0,1
2025-03-25 14:00:00;28,58;76,95;803,0;425,94;397,0;422,85;1,03;20,0;97940,0;0,1
2025-03-25 15:00:00;29,62;69,95;903,0;568,93;340,0;434,65;1,03;61,0;97850,0;0,1
2025-03-25 16:00:00;29,94;65,6;662,0;193,06;477,0;451,7;1,31;65,0;97750,0;0,1
2025-03-25 17:00:00;30,62;63,6;768,0;543,32;300,0;440,45;1,38;57,0;97650,0;0,1
2025-03-25 18:00:00;29,85;67,7;643,0;625,09;202,0;449,35;1,86;66,0;97600,0;0,1
2025-03-25 19:00:00;29,72;69,95;398,0;422,92;186,0;428,85;2,07;59,0;97610,0;0,1
2025-03-25 20:00:00;28,47;72,1;214,0;548,35;70,0;432,55;1,86;62,0;97540,0;0,1
2025-03-25 21:00:00;27,74;79,35;0,0;0,0;0,0;427,3;1,38;77,0;97620,0;0,1
2025-03-25 22:00:00;27,07;81,9;0,0;0,0;0,0;422,85;1,17;106,0;97710,0;0,1
2025-03-25 23:00:00;26,36;84,55;0,0;0,0;0,0;420,55;1,1;100,0;97820,0;0,1
2025-03-26 00:00:00;25,98;84,5;0,0;0,0;0,0;423,85;1,38;99,0;97940,0;0,1
2025-03-26 01:00:00;25,5;87,3;0,0;0,0;0,0;419,5;1,31;106,0;98020,0;0,1
2025-03-26 02:00:00;25,06;90,15;0,0;0,0;0,0;416,85;1,24;77,0;98080,0;0,1
2025-03-26 03:00:00;24,46;90,1;0,0;0,0;0,0;413,55;1,24;46,0;98070,0;0,1
2025-03-26 04:00:00;24,06;90,1;0,0;0,0;0,0;413,4;1,1;96,0;98000,0;0,1
2025-03-26 05:00:00;23,63;93,1;0,0;0,0;0,0;405,25;0,97;131,0;97920,0;0,1
2025-03-26 06:00:00;23,39;93,1;0,0;0,0;0,0;407,75;0,83;139,0;97860,0;0,1
2025-03-26 07:00:00;23,62;93,1;0,0;0,0;0,0;404,1;1,38;60,0;97820,0;0,1
2025-03-26 08:00:00;23,44;93,1;0,0;0,0;0,0;407,55;1,17;32,0;97790,0;0,1
2025-03-26 09:00:00;23,14;93,05;0,0;0,0;0,0;401,4;1,17;19,0;97830,0;0,1
2025-03-26 10:00:00;24,0;93,1;120,0;86,01;99,0;395,2;0,62;23,0;97900,0;0,1
2025-03-26 11:00:00;25,88;84,5;132,0;0,0;132,0;400,4;1,1;22,0;98000,0;0,1
2025-03-26 12:00:00;27,06;81,9;140,0;0,0;140,0;415,3;0,69;23,0;98060,0;0,1
2025-03-26 13:00:00;28,69;74,5;239,0;0,0;239,0;417,45;0,83;43,0;98060,0;0,1
2025-03-26 14:00:00;29,82;67,7;917,0;693,93;256,0;435,25;1,38;66,0;98030,0;0,1
2025-03-26 15:00:00;30,87;61,55;941,0;660,54;288,0;434,85;1,72;80,0;97940,0;0,1
2025-03-26 16:00:00;30,93;61,65;952,0;778,54;207,0;449,2;1,59;83,0;97840,0;0,1
2025-03-26 17:00:00;30,46;61,55;845,0;766,52;186,0;449,55;1,1;85,0;97730,0;0,1
2025-03-26 18:00:00;30,76;63,6;663,0;700,67;170,0;436,0;1,45;95,0;97630,0;0,1
2025-03-26 19:00:00;29,88;65,5;364,0;304,47;212,0;428,65;1,66;112,0;97620,0;0,1
2025-03-26 20:00:00;29,27;67,6;179,0;314,8;97,0;436,2;1,31;97,0;97630,0;0,1
2025-03-26 21:00:00;28,51;72,1;0,0;0,0;0,0;424,0;1,17;71,0;97700,0;0,1
2025-03-26 22:00:00;27,6;76,8;0,0;0,0;0,0;424,0;1,79;55,0;97770,0;0,1
2025-03-26 23:00:00;26,78;81,85;0,0;0,0;0,0;413,4;1,79;52,0;97870,0;0,1
2025-03-27 00:00:00;26,24;84,5;0,0;0,0;0,0;420,55;1,45;46,0;97980,0;0,1
2025-03-27 01:00:00;26,07;84,5;0,0;0,0;0,0;415,6;0,69;78,0;98040,0;0,1
2025-03-27 02:00:00;25,99;84,5;0,0;0,0;0,0;408,35;0,62;132,0;98100,0;0,1
2025-03-27 03:00:00;25,09;90,15;0,0;0,0;0,0;405,85;0,83;32,0;98080,0;0,1
2025-03-27 04:00:00;24,56;93,1;0,0;0,0;0,0;407,0;1,66;10,0;98020,0;0,1
2025-03-27 05:00:00;24,27;93,1;0,0;0,0;0,0;409,1;1,38;348,0;97980,0;0,1
2025-03-27 06:00:00;24,1;93,1;0,0;0,0;0,0;411,85;1,24;344,0;97920,0;0,1
2025-03-27 07:00:00;23,94;93,1;0,0;0,0;0,0;403,9;1,31;338,0;97820,0;0,1
2025-03-27 08:00:00;23,74;96,2;0,0;0,0;0,0;401,55;1,59;343,0;97840,0;0,1
2025-03-27 09:00:00;23,87;93,1;0,0;0,0;0,0;418,4;1,66;342,0;97880,0;0,1
2025-03-27 10:00:00;24,19;96,2;49,0;0,0;49,0;430,2;2,48;332,0;97930,0;0,1
2025-03-27 11:00:00;24,64;93,1;221,0;37,12;203,0;436,4;2,83;325,0;97990,0;0,1
2025-03-27 12:00:00;25,92;84,5;206,0;0,0;206,0;431,2;2,21;317,0;98050,0;0,1
2025-03-27 13:00:00;26,73;81,85;595,0;211,53;415,0;435,85;1,1;314,0;98080,0;0,1
2025-03-27 14:00:00;27,67;79,35;885,0;613,53;301,0;442,6;0,55;349,0;98050,0;0,1
2025-03-27 15:00:00;29,03;72,15;789,0;343,28;450,0;443,35;0,76;39,0;97950,0;0,1
2025-03-27 16:00:00;29,17;69,85;614,0;140,24;480,0;445,3;0,9;35,0;97810,0;0,1
2025-03-27 17:00:00;29,65;67,7;908,0;946,34;96,0;442,2;1,03;55,0;97720,0;0,1
2025-03-27 18:00:00;30,03;67,8;702,0;839,4;113,0;436,4;1,59;97,0;97630,0;0,1
2025-03-27 19:00:00;28,84;74,5;350,0;267,53;217,0;426,75;0,83;26,0;97560,0;0,1
2025-03-27 20:00:00;28,43;74,5;204,0;507,07;73,0;435,05;0,76;94,0;97600,0;0,1
2025-03-27 21:00:00;26,18;84,5;0,0;0,0;0,0;419,0;1,1;108,0;97670,0;0,1
2025-03-27 22:00:00;25,27;93,15;0,0;0,0;0,0;426,75;0,83;10,0;97740,0;0,1
2025-03-27 23:00:00;24,87;93,15;0,0;0,0;0,0;423,45;1,24;347,0;97830,0;0,1
2025-03-28 00:00:00;24,52;93,1;0,0;0,0;0,0;412,2;1,03;347,0;97910,0;0,1
2025-03-28 01:00:00;24,13;96,2;0,0;0,0;0,0;405,75;0,55;339,0;97960,0;0,1
2025-03-28 02:00:00;23,58;96,2;0,0;0,0;0,0;400,0;0,76;315,0;97990,0;0,1
2025-03-28 03:00:00;23,27;96,2;0,0;0,0;0,0;399,45;1,03;292,0;97970,0;0,1
2025-03-28 04:00:00;23,07;96,2;0,0;0,0;0,0;398,1;1,17;289,0;97910,0;0,1
2025-03-28 05:00:00;22,79;99,4;0,0;0,0;0,0;392,3;1,17;293,0;97840,0;0,1
2025-03-28 06:00:00;22,61;96,15;0,0;0,0;0,0;395,55;0,97;317,0;97800,0;0,1
2025-03-28 07:00:00;22,36;96,15;0,0;0,0;0,0;387,65;0,83;340,0;97730,0;0,1
2025-03-28 08:00:00;22,02;96,15;0,0;0,0;0,0;388,2;1,03;342,0;97760,0;0,1
2025-03-28 09:00:00;21,86;96,15;0,0;0,0;0,0;385,5;0,97;342,0;97800,0;0,1
2025-03-28 10:00:00;23,18;96,2;50,0;0,0;50,0;402,55;0,48;345,0;97880,0;0,1
2025-03-28 11:00:00;24,95;90,15;91,0;0,0;91,0;424,0;1,52;352,0;97990,0;0,1
2025-03-28 12:00:00;25,86;87,3;481,0;218,31;330,0;435,25;1,31;26,0;98040,0;0,1
2025-03-28 13:00:00;26,84;81,85;462,0;64,66;407,0;439,1;1,1;59,0;98060,0;0,1
2025-03-28 14:00:00;28,18;76,85;974,0;848,44;167,0;428,45;1,59;76,0;98010,0;0,1
2025-03-28 15:00:00;28,8;74,5;353,0;2,03;351,0;437,4;1,59;88,0;97890,0;0,1
2025-03-28 16:00:00;30,04;65,6;638,0;164,55;481,0;424,0;2,14;79,0;97760,0;0,1
2025-03-28 17:00:00;30,32;65,6;779,0;574,56;287,0;435,05;2,07;86,0;97630,0;0,1
2025-03-28 18:00:00;30,31;65,6;495,0;232,94;332,0;425,0;2,48;96,0;97540,0;0,1
2025-03-28 19:00:00;29,75;69,95;243,0;52,52;217,0;420,15;0,97;26,0;97510,0;0,1
2025-03-28 20:00:00;27,54;74,3;148,0;160,03;107,0;423,85;2,21;84,0;97560,0;0,1
2025-03-28 21:00:00;26,41;79,2;0,0;0,0;0,0;422,65;1,17;57,0;97630,0;0,1
2025-03-28 22:00:00;25,9;81,8;0,0;0,0;0,0;419,2;1,17;360,0;97690,0;0,1
2025-03-28 23:00:00;25,6;87,3;0,0;0,0;0,0;419,95;1,31;17,0;97810,0;0,1
2025-03-29 00:00:00;25,17;90,15;0,0;0,0;0,0;410,85;1,52;15,0;97900,0;0,1
2025-03-29 01:00:00;24,71;93,1;0,0;0,0;0,0;402,65;1,59;1,0;97980,0;0,1
2025-03-29 02:00:00;24,5;93,1;0,0;0,0;0,0;409,9;1,52;345,0;98000,0;0,1
2025-03-29 03:00:00;24,26;93,1;0,0;0,0;0,0;407,55;1,66;336,0;97980,0;0,1
2025-03-29 04:00:00;24,13;96,2;0,0;0,0;0,0;412,0;1,66;331,0;97940,0;0,1
2025-03-29 05:00:00;23,94;93,1;0,0;0,0;0,0;410,1;1,59;326,0;97890,0;0,1
2025-03-29 06:00:00;23,61;96,2;0,0;0,0;0,0;399,65;1,59;324,0;97850,0;0,1
2025-03-29 07:00:00;23,37;93,1;0,0;0,0;0,0;432,15;1,79;327,0;97860,0;0,1
2025-03-29 08:00:00;23,44;93,1;0,0;0,0;0,0;434,3;1,86;327,0;97890,0;0,1
2025-03-29 09:00:00;23,44;93,1;0,0;0,0;0,0;434,3;1,72;325,0;97930,0;0,1
2025-03-29 10:00:00;23,57;93,1;69,0;4,07;68,0;435,25;1,93;320,0;98020,0;0,1
2025-03-29 11:00:00;24,12;90,1;83,0;0,0;83,0;434,1;1,66;316,0;98070,0;0,1
2025-03-29 12:00:00;25,48;84,45;280,0;11,57;272,0;433,5;0,48;315,0;98140,0;0,1
2025-03-29 13:00:00;26,55;81,85;425,0;41,17;390,0;437,0;0,28;46,0;98140,0;0,1
2025-03-29 14:00:00;27,5;81,95;515,0;59,97;458,0;436,6;0,69;34,0;98120,0;0,1
2025-03-29 15:00:00;28,22;76,85;645,0;148,17;499,0;428,1;0,9;37,0;98020,0;0,1
2025-03-29 16:00:00;29,15;74,55;647,0;176,35;479,0;423,65;1,03;34,0;97910,0;0,1
2025-03-29 17:00:00;29,48;72,25;575,0;175,53;425,0;429,05;1,03;6,0;97800,0;0,1
2025-03-29 18:00:00;29,82;72,25;641,0;632,03;200,0;420,35;0,97;12,0;97740,0;0,1
2025-03-29 19:00:00;28,07;74,4;404,0;466,59;174,0;432,9;0,48;59,0;97700,0;0,1
2025-03-29 20:00:00;28,24;74,4;159,0;220,43;103,0;426,15;1,93;46,0;97810,0;0,1
2025-03-29 21:00:00;27,24;79,3;0,0;0,0;0,0;415,3;1,72;31,0;97840,0;0,1
2025-03-29 22:00:00;26,37;81,85;0,0;0,0;0,0;412,4;1,93;28,0;97930,0;0,1
2025-03-29 23:00:00;25,7;87,3;0,0;0,0;0,0;413,0;1,86;22,0;98010,0;0,1
2025-03-30 00:00:00;25,08;90,15;0,0;0,0;0,0;406,0;1,52;1,0;98080,0;0,1
2025-03-30 01:00:00;24,49;93,1;0,0;0,0;0,0;401,3;1,24;354,0;98150,0;0,1
2025-03-30 02:00:00;23,91;90,1;0,0;0,0;0,0;398,45;1,03;352,0;98180,0;0,1
2025-03-30 03:00:00;23,52;93,1;0,0;0,0;0,0;400,0;0,97;340,0;98150,0;0,1
2025-03-30 04:00:00;23,09;96,2;0,0;0,0;0,0;393,65;1,1;341,0;98090,0;0,1
2025-03-30 05:00:00;22,98;93,05;0,0;0,0;0,0;398,1;1,38;352,0;98050,0;0,1
2025-03-30 06:00:00;23,25;96,2;0,0;0,0;0,0;413,0;1,72;349,0;98030,0;0,1
2025-03-30 07:00:00;23,54;93,1;0,0;0,0;0,0;426,9;2,48;345,0;97990,0;0,1
2025-03-30 08:00:00;23,48;93,1;0,0;0,0;0,0;427,1;2,69;357,0;98020,0;0,1
2025-03-30 09:00:00;23,45;93,1;0,0;0,0;0,0;435,65;2,34;3,0;98030,0;0,1
2025-03-30 10:00:00;23,48;93,1;170,0;324,94;90,0;431,2;2,14;0,0;98090,0;0,1
2025-03-30 11:00:00;24,29;90,1;402,0;496,19;161,0;425,75;1,59;356,0;98150,0;0,1
2025-03-30 12:00:00;25,87;79,15;473,0;209,67;328,0;432,9;1,38;23,0;98200,0;0,1
2025-03-30 13:00:00;26,61;79,2;832,0;763,7;183,0;440,85;1,31;67,0;98280,0;0,1
2025-03-30 14:00:00;27,42;74,3;840,0;513,9;352,0;445,7;1,45;90,0;98240,0;0,1
2025-03-30 15:00:00;28,33;72,0;736,0;266,22;474,0;448,8;1,66;104,0;98160,0;0,1
2025-03-30 16:00:00;29,0;67,6;610,0;139,83;477,0;440,45;1,93;110,0;98030,0;0,1
2025-03-30 17:00:00;29,29;67,6;737,0;485,49;323,0;444,15;2,55;113,0;97890,0;0,1
2025-03-30 18:00:00;30,23;65,6;551,0;373,7;291,0;426,55;2,55;104,0;97830,0;0,1
2025-03-30 19:00:00;26,75;79,2;290,0;130,4;226,0;422,3;1,86;87,0;97920,0;0,1
2025-03-30 20:00:00;26,4;79,2;91,0;15,88;87,0;426,15;1,72;99,0;97870,0;0,1
2025-03-30 21:00:00;26,12;81,8;0,0;0,0;0,0;420,35;1,38;103,0;97960,0;0,1
2025-03-30 22:00:00;25,7;84,45;0,0;0,0;0,0;418,4;0,69;87,0;97960,0;0,1
2025-03-30 23:00:00;25,6;84,45;0,0;0,0;0,0;415,5;0,21;75,0;98020,0;0,1
2025-03-31 00:00:00;24,76;93,1;0,0;0,0;0,0;414,35;0,69;21,0;98050,0;0,1
2025-03-31 01:00:00;24,47;90,1;0,0;0,0;0,0;407,1;0,62;56,0;98120,0;0,1
2025-03-31 02:00:00;23,77;93,1;0,0;0,0;0,0;405,25;1,03;104,0;98160,0;0,1
2025-03-31 03:00:00;23,51;93,1;0,0;0,0;0,0;402,95;0,97;96,0;98100,0;0,1
2025-03-31 04:00:00;23,39;93,1;0,0;0,0;0,0;405,45;0,9;130,0;98040,0;0,1
2025-03-31 05:00:00;23,41;90,1;0,0;0,0;0,0;401,75;0,69;118,0;97990,0;0,1
2025-03-31 06:00:00;23,66;93,1;0,0;0,0;0,0;401,2;0,48;80,0;98000,0;0,1
2025-03-31 07:00:00;23,12;96,2;0,0;0,0;0,0;406,4;0,62;149,0;97990,0;0,1
2025-03-31 08:00:00;22,6;96,15;0,0;0,0;0,0;400,0;0,97;140,0;98020,0;0,1
2025-03-31 09:00:00;22,36;96,15;0,0;0,0;0,0;397,1;1,1;114,0;98060,0;0,1
2025-03-31 10:00:00;23,54;96,2;191,0;490,51;70,0;404,1;0,83;85,0;98120,0;0,1
2025-03-31 11:00:00;25,05;93,15;453,0;734,69;96,0;414,55;1,45;76,0;98160,0;0,1
2025-03-31 12:00:00;26,47;90,25;681,0;817,09;116,0;409,7;1,52;68,0;98200,0;0,1
2025-03-31 13:00:00;27,55;84,65;814,0;717,03;205,0;424,0;1,93;63,0;98210,0;0,1
2025-03-31 14:00:00;28,84;82,1;962,0;848,48;157,0;430,6;2,14;65,0;98160,0;0,1
2025-03-31 15:00:00;29,37;79,55;870,0;515,8;363,0;446,65;2,0;68,0;98050,0;0,1
2025-03-31 16:00:00;29,83;71,85;800,0;433,88;388,0;439,76;2,82;90,0;97910,0;0,1
2025-03-31 17:00:00;29,29;73,87;847,0;819,11;150,0;436,82;2,68;105,0;97790,0;0,1
2025-03-31 18:00:00;28,74;75,89;327,0;36,04;302,0;433,87;2,55;110,0;97690,0;0,1
2025-03-31 19:00:00;28,2;77,91;247,0;65,49;215,0;430,93;2,41;107,0;97700,0;0,1
2025-03-31 20:00:00;27,65;79,93;163,0;268,28;96,0;427,99;2,28;59,0;97710,0;0,1
2025-03-31 21:00:00;27,1;81,95;0,0;0,0;0,0;425,05;2,14;35,0;97870,0;0,1
2025-03-31 22:00:00;26,56;83,97;0,0;0,0;0,0;422,11;2,01;36,0;97930,0;0,1
2025-03-31 23:00:00;26,01;86,0;0,0;0,0;0,0;419,16;1,87;34,0;98000,0;0,1
2025-04-01 00:00:00;25,47;88,02;0,0;0,0;0,0;416,22;1,74;310,0;97970,0;0,1
2025-04-01 01:00:00;24,92;90,04;0,0;0,0;0,0;413,28;1,6;280,0;98000,0;0,1
2025-04-01 02:00:00;24,37;92,06;0,0;0,0;0,0;410,34;1,47;263,0;98010,0;0,1
2025-04-01 03:00:00;23,83;94,08;0,0;0,0;0,0;407,4;1,33;242,0;97950,0;0,1
2025-04-01 04:00:00;23,28;96,1;0,0;0,0;0,0;404,46;1,2;225,0;97880,0;0,1
2025-04-01 05:00:00;22,73;98,12;0,0;0,0;0,0;401,51;1,07;230,0;97810,0;0,1
2025-04-01 06:00:00;22,19;100,0;0,0;0,0;0,0;398,57;0,93;291,0;97800,0;0,1
2025-04-01 07:00:00;21,64;100,0;0,0;0,0;0,0;395,63;0,8;67,0;97810,0;0,1
2025-04-01 08:00:00;22,76;96,15;0,0;0,0;0,0;412,2;0,9;161,0;97820,0;0,1
2025-04-01 09:00:00;22,85;99,4;0,0;0,0;0,0;423,85;0,41;177,0;97860,0;0,1
2025-04-01 10:00:00;23,3;93,05;71,0;4,05;70,0;422,65;0,48;224,0;97920,0;0,1
2025-04-01 11:00:00;24,21;90,1;261,0;86,43;219,0;419,2;0,97;248,0;97980,0;0,1
2025-04-01 12:00:00;25,07;84,45;331,0;37,6;305,0;423,85;1,17;237,0;98020,0;0,1
2025-04-01 13:00:00;26,17;81,8;353,0;12,95;342,0;429,45;0,9;206,0;98000,0;0,1
2025-04-01 14:00:00;26,86;81,85;433,0;23,19;411,0;431,95;0,62;160,0;97960,0;0,1
2025-04-01 15:00:00;27,59;76,8;402,0;10,17;392,0;437,95;1,66;78,0;97860,0;0,1
2025-04-01 16:00:00;25,89;84,5;376,0;7,37;369,0;436,2;2,76;56,0;97790,0;0,1
2025-04-01 17:00:00;25,3;87,3;313,0;4,7;309,0;427,3;3,03;57,0;97710,0;0,1
2025-04-01 18:00:00;25,34;87,3;464,0;193,16;330,0;422,65;2,07;34,0;97650,0;0,1
2025-04-01 19:00:00;25,26;87,3;95,0;0,0;95,0;423,85;1,52;8,0;97720,0;0,1
2025-04-01 20:00:00;25,13;87,3;56,0;0,0;56,0;417,85;2,0;16,0;97780,0;0,1
2025-04-01 21:00:00;24,69;87,25;0,0;0,0;0,0;411,65;1,38;24,0;97810,0;0,1
2025-04-01 22:00:00;24,3;90,1;0,0;0,0;0,0;413,55;0,76;17,0;97840,0;0,1
2025-04-01 23:00:00;23,78;96,2;0,0;0,0;0,0;404,65;0,55;52,0;97910,0;0,1
2025-04-02 00:00:00;23,42;93,1;0,0;0,0;0,0;404,3;1,17;55,0;98010,0;0,1
2025-04-02 01:00:00;23,15;96,2;0,0;0,0;0,0;404,0;1,24;49,0;98030,0;0,1
2025-04-02 02:00:00;22,87;99,4;0,0;0,0;0,0;399,65;1,17;58,0;98050,0;0,1
2025-04-02 03:00:00;22,54;99,4;0,0;0,0;0,0;400,8;0,9;68,0;97960,0;0,1
2025-04-02 04:00:00;22,16;99,4;0,0;0,0;0,0;393,25;0,97;83,0;97880,0;0,1
2025-04-02 05:00:00;22,2;99,4;0,0;0,0;0,0;401,95;1,17;87,0;97800,0;0,1
2025-04-02 06:00:00;22,24;99,4;0,0;0,0;0,0;405,25;1,1;76,0;97760,0;0,1
2025-04-02 07:00:00;22,33;99,4;0,0;0,0;0,0;399,85;1,45;86,0;97760,0;0,1
2025-04-02 08:00:00;22,21;99,4;0,0;0,0;0,0;402,55;1,03;88,0;97780,0;0,1
2025-04-02 09:00:00;22,19;99,4;0,0;0,0;0,0;407,95;0,9;99,0;97830,0;0,1
2025-04-02 10:00:00;22,85;96,15;91,0;20,23;86,0;406,6;1,38;97,0;97910,0;0,1
2025-04-02 11:00:00;23,96;87,2;275,0;111,08;221,0;413,75;1,66;87,0;97990,0;0,1
2025-04-02 12:00:00;25,09;81,75;430,0;141,75;332,0;429,85;1,59;85,0;98060,0;0,1
2025-04-02 13:00:00;26,19;79,15;416,0;38,88;383,0;433,1;1,86;82,0;98100,0;0,1
2025-04-02 14:00:00;26,98;74,25;771,0;378,75;412,0;420,75;2,0;86,0;98040,0;0,1
2025-04-02 15:00:00;27,57;74,3;825,0;422,74;410,0;426,15;1,52;72,0;97980,0;0,1
2025-04-02 16:00:00;28,07;72,0;694,0;250,0;457,0;431,75;1,38;66,0;97860,0;0,1
2025-04-02 17:00:00;28,15;72,0;746,0;522,93;302,0;441,85;1,17;65,0;97750,0;0,1
2025-04-02 18:00:00;28,07;72,0;600,0;532,06;232,0;442,8;1,03;48,0;97680,0;0,1
2025-04-02 19:00:00;28,47;65,3;257,0;80,16;218,0;433,3;1,03;42,0;97610,0;0,1
2025-04-02 20:00:00;28,02;69,65;199,0;541,25;65,0;423,85;0,55;349,0;97610,0;0,1
2025-04-02 21:00:00;27,16;79,3;0,0;0,0;0,0;423,25;1,1;355,0;97620,0;0,1
2025-04-02 22:00:00;26,11;84,5;0,0;0,0;0,0;417,25;1,66;9,0;97660,0;0,1
2025-04-02 23:00:00;25,39;87,3;0,0;0,0;0,0;411,05;1,59;5,0;97760,0;0,1
2025-04-03 00:00:00;24,74;90,15;0,0;0,0;0,0;412,4;1,24;354,0;97840,0;0,1
2025-04-03 01:00:00;24,82;87,25;0,0;0,0;0,0;404,8;0,76;326,0;97950,0;0,1
2025-04-03 02:00:00;25,04;84,45;0,0;0,0;0,0;407,55;0,48;313,0;98000,0;0,1
2025-04-03 03:00:00;24,7;87,25;0,0;0,0;0,0;409,3;0,07;174,0;97970,0;0,1
2025-04-03 04:00:00;24,39;90,1;0,0;0,0;0,0;422,1;0,41;152,0;97890,0;0,1
2025-04-03 05:00:00;23,99;90,1;0,0;0,0;0,0;420,75;0,48;67,0;97830,0;0,1
2025-04-03 06:00:00;23,56;93,1;0,0;0,0;0,0;419,2;1,1;52,0;97830,0;0,1
2025-04-03 07:00:00;23,13;93,05;0,0;0,0;0,0;418,8;1,24;126,0;97860,0;0,1
2025-04-03 08:00:00;22,9;93,05;0,0;0,0;0,0;413,55;0,76;163,0;97850,0;0,1
2025-04-03 09:00:00;22,62;96,15;0,0;0,0;0,0;407,4;0,9;128,0;97820,0;0,1
2025-04-03 10:00:00;23,07;96,2;197,0;525,07;67,0;404,65;0,83;104,0;97850,0;0,1
2025-04-03 11:00:00;24,11;87,2;431,0;635,44;122,0;410,1;1,31;87,0;97910,0;0,1
2025-04-03 12:00:00;25,34;81,75;649,0;703,16;163,0;423,25;1,24;84,0;97990,0;0,1
2025-04-03 13:00:00;26,34;79,15;641,0;294,71;391,0;424,6;1,24;93,0;97990,0;0,1
2025-04-03 14:00:00;27,34;76,7;570,0;105,6;470,0;422,3;1,24;86,0;97980,0;0,1
2025-04-03 15:00:00;28,54;72,1;977,0;788,47;204,0;424,0;1,24;72,0;97890,0;0,1
2025-04-03 16:00:00;28,58;69,75;908,0;696,36;249,0;443,75;1,03;66,0;97780,0;0,1
2025-04-03 17:00:00;28,89;72,1;681,0;374,19;364,0;439,3;1,38;32,0;97630,0;0,1
